filename,relevant_text_segment,assigned_subject
11241293_Resumen_Abstract.pdf,"de esta investigación es redefinir la taxonomía y contenido jurídico y explorar el potencial transformador del enfoque ecosistémico y del concepto de preocupación común como pilares del deber estatal de explotar sustentablemente los recursos marinos vivos y conservar la biodiversidad marina en alta mar. Los objetivos específicos son: 1.- Examinar críticamente el marco jurídico internacional y regional que regula la explotación y uso de la biodiversidad marina (OE1); 2.- Examinar críticamente el desempeño, práctica institucional y medidas de conservación de los organismos regionales de...",Derecho de los Recursos Naturales
11241368_Resumen_Abstract.pdf,". Determinar el estatus jurídico de los medios de pago digitales para solucionar los problemas jurídicos patrimoniales y de potestades de entidades públicas relacionados con el funcionamiento del sistema dinerario. Objetivos específicos: 1) Establecer si los medios de pago digitales son objetos, desde un punto de vista ontológico-jurídico y si son, en cada caso, bienes o derechos personales. 2) Determinar el estatus jurídico de los medios de pago digitales resolviendo si son o no dinero. 3) Identificar y reconstruir dogmáticamente el régimen de derecho civil que les es aplicable según la...",Derecho Civil
11241495_Resumen_Abstract.pdf,"de esta propuesta es: Sistematizar el estándar internacional de protección del derecho humano a la identidad cultural de las mujeres migrantes -en lo relativo al acceso a la justicia- aplicable a Chile, a la luz de sus compromisos internacionales en materia de derechos humanos, para evaluar el grado de cumplimiento en el ordenamiento nacional, establecer las brechas, para proponer medidas de política pública, reforma legal y o cambio constitucional pertinentes a su realidad migratoria, las cuales viabilicen el ejercicio de este derecho por sus titulares en el marco de la convivencia...",Derecho Internacional
1240077_Resumen_Abstract.pdf,"del proyecto es sistematizar la evidencia comparada y local sobre sesgos cognitivos y prueba pericial y revisar dogmáticamente e interpretar en forma teleológica las herramientas procesales existentes en el derecho procesal penal chileno en las tres áreas identificadas, con el propósito de ofrecer una lectura de las mismas que permita minimizar los riesgos que genera el uso de la prueba pericial que presenta sesgos cognitivos, identificando en el derecho extranjero relevante para Chile en este campo, legislación e interpretaciones que ilustren potenciales lecturas de la normativa nacional en...",Derecho Procesal
1240107_Resumen_Abstract.pdf,"de esta investigación es analizar el contenido normativo del deber de abogados y jueces de promover la conciliación desde una perspectiva sistemática, es decir, en base al diseño procesal vigente, tanto en el régimen general del Libro II del CPC como en los principales estatutos especiales de conciliación en materias civiles, así como de acuerdo con la jurisprudencia de los últimos treinta años. Los objetivos específicos son dos. En primer lugar, analizar de manera dogmática y crítica el deber del abogado de promover la conciliación en la relación con su cliente antes de presentar una demanda...",Derecho Procesal
1240114_Resumen_Abstract.pdf,"Contenido: ABSTRACT: Name of Responsible Researcher: Proposal Title: Carlos Felipe Amunátegui Perelló Decemvirs. A two fold story Describe the main issues to be addressed: objectives, methodology and expected results. The maximum length for this section is 1 page (use letter size format, Verdana font size 10 or similar). The decemvirate is a commission manned during the struggle of the orders to write down the law of the Romans (451-449 B.C.).",Derecho Económico y Comercial
1240137_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Reconstrucción de la historia del Derecho administrativo chileno (desde 1874 hasta la actualidad): Influencia doctrinaria en la institucionalidad y fuentes de la disciplina Alejandro Vergara Blanco Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página tamaño carta (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar). I.",Historia del Derecho
1240224_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Manuel Antonio Bernet Páez La cláusula general de competencia desleal. Propuesta de integración mediante casos típicos y su aplicación a las nuevas formas de comercialización Describa los principales temas que se abordarán en el proyecto: objetivos, metodología y resultados esperados. La extensión máxima de esta sección es de 1 página (utilizar formato tamaño carta, fuente Verdana tamaño 10 o similar).",Derecho Económico y Comercial
1240227_Resumen_Abstract.pdf,". El objetivo general de este proyecto es proponer, sobre la base del análisis del SIPS, criterios que permitan compatibilizar las técnicas de condicionalidad propias del sistema de asistencia social con los principios subyacentes al enfoque de derechos, con particular énfasis en los de universalidad, indivisibilidad e igualdad y no discriminación. Este objetivo general, a su vez, se desglosa en tres objetivos específicos: Objetivos específicos (OE). El objetivo general se desglosa en tres objetivos específicos: OE1: Identificar los contornos del concepto de condicionalidad en la literatura...",Filosofía del Derecho
1240242_Resumen_Abstract.pdf,"de la investigación es examinar críticamente la regulación de las medidas no consentidas en salud mental en Chile, de acuerdo con los estándares de DDHH y considerando las dificultades de acomodar la discreción médica en determinar objetivos terapéuticos con la intervención del derecho para regular, salvaguardar derechos y resolver conflictos. A su vez, los objetivos específicos son (1) la conformación de un marco conceptual y jurídico para analizar la regulación y practica nacional sobre las MNC; (2) la determinación de los estándares de DDHH en la materia; (3) la descripción del estado...",Filosofía del Derecho
1240328_Resumen_Abstract.pdf,"Los principales objetivos que se pretenden con la siguiente propuesta de trabajo son tres. El primer objetivo es el más general y tiene incidencia en los dos siguientes. Consiste en determinar cuáles son las consecuencias que en la práctica jurídica tiene el haber adoptado por el modelo legislativo del opt- in agreemment y lo que significa esta opción para aquellas convivencias que no se formalizan, pero cumplen con todos demás requisitos. A su vez, se precisarán los posibles argumentos de los tribunales ante la solicitud por parte de estas convivencias no formalizadas del reconocimiento de...",Derecho Político y Constitucional
1240496_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: Fernando Atria El poder constituyente como magnitud política El objeto de la investigación propuesta es la noción de poder constituyente, como parte de una tríada de conceptos políticos fundamentales que conjuntamente especifican una comprensión del principio democrático y el de soberanía popular: constitución, pueblo y poder constituyente. Lo que esta investigación pretende es elaborar una teoría del poder constituyente actualmente en discusión. La hipótesis general es que el poder constituyente es una noción cuantitativa: poder político en cantidad constituyente.",Derecho Político y Constitucional
1240548_Resumen_Abstract.pdf,"Contenido: Nombre Inv. Responsable: Título Proyecto: Mayra Feddersen Estatus Legal e Inserción Laboral: Perspectivas del Sur Global Los desafíos más significativos de la inmigración contemporánea, tanto en el Norte como en el Sur Global, se encuentran determinados por el contexto legal y político que regula la llegada y asentamiento de los inmigrantes (Baumgärtel, M., & Miellet, S. 2022). Aunque existe una reciente y voluminosa literatura sobre cómo los países del Norte Global, especialmente Estados Unidos y las naciones de Europa occidental, estructuran sus leyes y políticas migratorias, y los efectos que estas normas tienen en los inmigrantes con diferentes estatus legales (Abrego, 2006, 2008, 2011; Glesson 2010; Asad 2020a y 2020b; Ruszczyk 2021; Kreisberg 2019, 2023; Kreisberg &...",Derecho del Trabajo y la Seguridad Social
1240743_Resumen_Abstract.pdf,Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: ALVARO ESPINOZA COLLAO Conflictos sobre la propiedad inmueble en el altiplano de Tarapacá. Una zona de Derecho propio aymara y la urgencia de una articulación jurídica conforme a los estándares del Derecho vigente en Chile. Dos medidas impactaron la realidad de las comunidades indígenas tarapaqueñas: a) la delimitación de la propiedad poseída históricamente de manera colectiva y; b) la inscripción en registros públicos de los territorios habitados.,Derecho de los Recursos Naturales
1240768_Resumen_Abstract.pdf,"El objetivo general apunta a analizar, redefinir y sistematizar los conceptos de voluntad, consentimiento e intención en el ámbito del derecho de los contratos, asumiendo distintas formas contractuales, como lo son contratos negociados, incompletos o de adhesión que desafían propuestas unitarias; y, a la vez, proponiendo respuestas a los respectivos desafíos conceptuales y probatorios. Los objetivos específicos son: i) elucidar significados de voluntad, consentimiento e intención considerando la función que se espera cumplan en la constitución, modificación y ejecución de los contratos; ii)...",Filosofía del Derecho
1240781_Resumen_Abstract.pdf,"Identificar y analizar los criterios y estándares que provienen desde la experiencia comparada e internacional en materia de litigio climático y susceptibles de ser aplicados en Chile, en orden a exigir el cumplimiento de las obligaciones internacionales climáticas así como de las obligaciones internacionales de derechos humanos frente a los efectos adversos del cambio climático. Objetivos específicos 1. Determinar las obligaciones internacionales climáticas del Estado chileno y los estándares aplicables a su responsabilidad, común y diferenciada, ante las pérdidas, económicas y no...",Derecho Internacional
1240844_Resumen_Abstract.pdf,"Analizar de qué forma las visiones propias de la relación entre naturaleza, derecho y sociedad sostenidas por los pueblos indígenas – en este caso Lican Antay, Colla, Mapuche y Yagán - pueden incluirse en la noción jurídico-política de la transición justa y su implementación en Chile, a través de estudios de casos respecto a la estrategia del Litio, la expansión de áreas naturales protegidas y del uso de energías renovables (hidroeléctrica y eólica respectivamente). Objetivos específicos: 1.Comprender el uso de la noción de transición justa como fundamento, orientación y matriz de significado...",Derecho Internacional
1240924_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: RAÚL MADRID RAMÍREZ Resurrección digital y Deepfake. Aspectos teóricos y prácticos de la reproducción no autorizada de la imagen y del rostro ante el Derecho. Describa los principales puntos que se abordarán en la propuesta: objetivos, metodología y resultados esperados.",Derecho Penal
1240983_Resumen_Abstract.pdf,"de esta investigación es desambiguar la noción de “sanciones procesales” y analizar cada una de las consecuencias jurídicas desfavorables respecto de las partes dentro de un proceso civil usando las herramientas teórico-conceptuales de la teoría de las normas. Para lograr este objetivo general, deberán cumplirse los siguientes cuatro objetivos específicos: 1. Reconstruir las herramientas de análisis desarrolladas por la teoría del derecho para el estudio de los distintos tipos de normas, a fin de que puedan ser utilizadas para explicar las distintas consecuencias normativas desfavorables...",Derecho Procesal
1240998_Resumen_Abstract.pdf,"de la propuesta es determinar el alcance y consecuencias de la transferencia de los riesgos de compliance a través de la contratación de seguros de responsabilidad civil, así como de la evitación de dichos riesgos por parte de las sociedades anónimas. En este sentido, el primer objetivo específico del proyecto consiste en determinar el alcance de la transferencia de los riesgos de compliance a través de la contratación de seguros de responsabilidad civil por las S.A. y sus repercusiones en el marco del EBRC. Por último, el segundo objetivo específico es identificar las principales...",Derecho Civil
1241392_Resumen_Abstract.pdf,Configurar las acciones afirmativas en casos de discriminación interseccional en Chile desde el derecho a la igualdad. Objetivos específicos: 1.- Desarrollar una fundamentación teórica-normativa de las medidas de acción afirmativa en casos de discriminación interseccional en Chile desde el derecho a la igualdad. 2.- Formular una propuesta de directrices (contenidos) para la adopción de medidas de acción afirmativa en casos de discriminación interseccional en Chile desde el derecho a la igualdad. 3.- Generar criterios orientadores para el establecimiento de límites de las medidas de acción...,Derecho Político y Constitucional
1241627_Resumen_Abstract.pdf,"de nuestra investigación es proponer por primera vez en la historiografía jurídica nacional una interpretación que de noticia sistemática de la historia de la crítica de los métodos de enseñanza del Derecho en Chile, determinando cuáles han sido, desde la fundación de la República a la segunda década del siglo XXI (2018), los principales cuestionamientos que se ha hecho a la manera en cómo se ha venido enseñando el Derecho en nuestro país. Perseguimos salvar el vacío existente actualmente y que implica no tener una respuesta cierta para un conjunto de preguntas relevantes referidas a la...",Historia del Derecho
1241684_Resumen_Abstract.pdf,"La investigación pretende efectuar un estudio integral y sistemático, desde la perspectiva del derecho de contratos, de las principales cuestiones asociadas a las políticas y cláusulas de sustentabilidad, que, a partir de su incorporación al contrato, permita formular un marco conceptual adecuado para su mejor comprensión y aplicación, abarcando las problemas y cuestiones que surgen en todo el íter contractual, desde la formación a la ejecución o cumplimiento del contrato, llegando al incumplimiento y sus consecuencias. Objetivos específicos: 1) Demostrar que las políticas y cláusulas de...",Derecho Civil
1241690_Resumen_Abstract.pdf,"OBJETIVO GENERAL: Reconocer el uso actual o potencial de los deberes humanos, establecidos en instrumentos internacionales de derechos humanos, al determinar las obligaciones estatales en materia de derechos humanos. OBJETIVOS ESPECÍFICOS: a. Reconocerlosdiversostiposdedebereshumanosestablecidosentratadosydeclaracionesgenerales de derechos humanos. b. Descifrar, en los trabajos preparatorios de los tratados y declaraciones de derechos humanos, cuál fue la intención de los redactores al incluir los deberes humanos. c. Determinar el modo como los particulares se encuentran obligados por el...",Derecho Internacional
1241747_Resumen_Abstract.pdf,"Contenido: RESUMEN: Nombre Inv. Responsable: Título Proyecto: El feminismo en la encrucijada entre lo nuevo y lo antiguo: Hacia una nueva política criminal para enfrentar la violencia contra la mujer. Rocío Lorca Ferreccio En la configuración de la relación entre feminismo y derecho penal se ha generado una encrucijada o dilema parcialmente artificial entre una política criminal feminista asociada a las características del populismo penal, y una política feminista que propone abolir el derecho penal. El objetivo central de este proyecto es re-pensar estas distintas visiones para reconciliar muchas de sus inquietudes y propuestas, en una política criminal minimalista para enfrentar la violencia contra la mujer, esto es, una política que implique un menor recurso a la sanción penal y que al...",Derecho Penal
1241957_Resumen_Abstract.pdf,"de este proyecto de investigación consiste en contribuir a la historia intelectual del derecho público chileno mediante el estudio de la manera en que los principales manuales publicados en Chile durante el siglo XIX para el estudio del Derecho Constitucional, el Derecho Administrativo y el Derecho de Gentes participaron de la circulación de ideas, persiguieron la creación de autoridad y se involucraron en la construcción de Estado. La hipótesis de esta investigación sostiene que el análisis histórico-discursivo de los manuales y tratados seleccionados nos permitirá comprender la “invención...",Historia del Derecho
